time,post_id,post_content,post_type,like,share,company
2014-11-07 16:37:35,fb.com/219449834741698_887051431314865,"【Kisplay玩阿呢】免萬即可擁有高規格-榮耀 6
硬體規格採用Kirin 920 八核心處理器，將4G LTE CAT6整合進處理器中；最高可開啟八核心同時運行，可根據需求開啟不同的核心處理器運作。而所支援的4G CAT6，最高理想速度可達300Mbps，將是台灣現行的LTE 2~3倍快！
Kirin 920強調持久續航的最佳效能比，也就是在滿足高效運行下，可讓電力使用更為持久。再搭配上590Wh/L高能量密度的3000mAh大容量電池與內建自行開發的智電 2.0，其超強省電模式在剩餘10%電力下，還可繼續使用24小時以上，這項功能非常實用！...繼續閱讀>>http://goo.gl/b4CZZa",,111,1,Huawei
2014-11-06 15:18:47,fb.com/219449834741698_886377318048943,【慶賀! 華為平板榮登台灣第五大品牌】到指定門市購買華為平板產品贈送原廠精品皮套,Huawei Mobile published a note.,30,0,Huawei
2014-11-06 12:12:17,fb.com/219449834741698_886309334722408,【Huawei Ascend Mate 7曬單抽獎活動正式開始囉】活動說明,Huawei Mobile published a note.,28,0,Huawei
2014-11-05 17:30:01,fb.com/219449834741698_885807104772631,"近兩年在台北多了一項特殊的設施，各地方的捷運站出口或者附近都可以看到腳踏車的租借站，就是UBike！

多了UBike 的租借服務，可以很方便在捷運站附近租借到腳踏車，也有結合政府推動的自行車步道，可以盡情享受騎單車的樂趣！透透過「台北 UBike 場站資訊」，會即時告訴你租借站車輛剩餘情形，還會告訴你附近有哪些吃喝玩樂的地方唷~

下載：http://goo.gl/0bmWlh",,44,1,Huawei
2014-11-05 12:10:00,fb.com/219449834741698_885726808113994,"【On the roof】攝影 by Makhorov
俄羅斯籍的Makhorov為知名的登高攝影師(或者說是登高狂人)，是各世界大樓/燈塔/高峰的常客，在11月與Huawei合作，展開新一階段的攝影計畫，,就商業角度來說當然是希望透過Makhorov使用Huawei手機拍照來呈現產品的攝影效能給消費者。

但在除此之外，小編希望能夠分享Makhorov現在甚至以往的作品給大家，你會發現他們的作品的吸引力，畢竟平常大家是沒有機會能夠站上摩天大樓屋頂牆沿上拍攝的，這種拍攝可不像跟警衛說一聲我要上頂樓拍照樓下先換證那麼簡單，更何況是像小編這樣有懼高症的人。

Makhorov的instagram作品【On the roof】:http://goo.gl/xIPU6y",,44,1,Huawei
2014-11-05 10:03:52,fb.com/219449834741698_885587491461259,"【Ascend Mate7 門市購買訊息公告 】2014/11/05
早安!感謝各位華為台灣粉絲團的來訊及留言詢問,由於Huawei Ascend Mate7首批在台上市數量有限，故於台灣地區採取消費者門市訂購的銷售模式，請欲購買之消費者親臨全省神腦/中華電信/華為掛招經銷門市訂購，於兩工作日內會將貨配往您所訂購的門市，並由服務人員通知取貨。

因此首批手機僅供門市訂購到貨，門市並無現貨實機展售。
感謝您的耐心等候，造成不便，敬請見諒!

Ascend Mate 7
產品規格介紹:http://goo.gl/14LLJI
上市訊息:http://goo.gl/SdAz3F",,90,7,Huawei
2014-11-04 17:17:59,fb.com/219449834741698_885100081510000,"你知道全台灣各地區3G行動上網哪裡最快嗎?

根據「103年度全國行動上網速率」量測報告顯示，國內人口密集度較高的縣市可能因多人同時使用行動上網資源的機率較高，因而導致其 3G 行動上網速率低於人口密集度較低的縣市，當然也再次顯示 4G 行動通訊的建設勢在必行...

資料來源: ETtoday http://goo.gl/kpa4zb",,41,0,Huawei
2014-11-04 10:00:00,fb.com/219449834741698_884984574854884,"【免萬機皇 榮耀現身  】你手上 有3GB RAM的嗎? 
免萬元高CP值 4萬跑分 怪獸級效能 
榮耀旗艦: http://goo.gl/IowKcj",,3371,6,Huawei
2014-11-03 17:30:00,fb.com/219449834741698_884589548227720,"機車族的朋友請+1
記得什麼時候該幫你的愛車保養嗎？
定期保養讓你行車在最佳狀態，也能更保障行車安全！

讓「機車小幫手」APP來幫忙～作為你車輛保養、加油記錄小工具，保養項目包含輪胎、車燈、齒輪油、機油、煞車皮…等，也可依自己的需求再新增其它項目喔～",,62,2,Huawei
2014-11-02 09:00:02,fb.com/219449834741698_883883101631698,"【阿呢登場 ! ! 】你的8核夠快嗎? 
免萬八核 榮耀旗艦:http://goo.gl/seyjRw",,3990,12,Huawei
2014-11-01 10:00:01,fb.com/219449834741698_883347171685291,"榮耀6「挑戰眾機皇」免萬元的旗艦機
●拼贏你的8核➜全新海思Kirin920八核晶片
●快過你的4G➜訊號接收能力 比同類型高3倍
●強過你的CAT.6➜傳輸速率最高可達300Mbps
榮耀6 產品►http://www.huawei-honor.tw/
PChome 24H購物►http://goo.gl/OtEIKL",,3937,30,Huawei
2014-10-31 14:31:26,fb.com/219449834741698_882934648393210,"【Ascend Mate 7 、榮耀6】11月1日，4G旗艦機同步強勢登場!!

上市資訊/產品規格/建議售價:http://goo.gl/mJu5Cy",Huawei Mobile added 10 new photos.,116,5,Huawei
2014-10-31 14:21:48,fb.com/219449834741698_882927905060551,【HUAWEI 旗艦機  Ascend Mate 7、榮耀6大屏崛起，直指全球 強勢登場】,Huawei Mobile published a note.,38,1,Huawei
2014-10-31 10:04:40,fb.com/219449834741698_880901835263158,【分享Mate 7曬單心得推薦 】就有機會抽市價$3500主動降噪耳機,Huawei Mobile published a note.,37,2,Huawei
2014-10-31 09:55:52,fb.com/219449834741698_882852501734758,"【華為簽約APEC成為2014年官方指定贊助商】

10月24日華為正式簽約2014年亞太經合組織（APEC）會議，成為今年APEC會議官方指定贊助商。作為2014年APEC會議通信企業贊助商，華為將提供4G智慧平板MediaPad M1作為今年APEC會議官方指定電子會議手冊，供境內外參會貴賓使用。華為作為全球最大的電信網路解決方案供應商，產品和服務遍佈170多個國家，為全球1/3人口提供先進的通信服務，累計獲得專利授權33.6萬件，是世界500強企業和首個入圍Interbrand“最佳全球品牌”TOP 100排行榜的中國品牌。近年來，華為在智慧終端機領域發展迅猛，2013年智慧手機銷量全球前三，最新發佈的旗艦機型Ascend Mate7更是廣受消費者青睞。華為此次贊助的4G智慧平板MediaPad M1搭載自主研發的麒麟910四核處理器，支援全球漫遊，更有獨創SWS立體音效技術，將為本屆APEC會議提供高效、穩定、智慧的資訊化平台。",,47,1,Huawei
2014-10-30 18:00:30,fb.com/219449834741698_882530011767007,"明天就是萬聖節了，藉著玩手機遊戲來體驗一下萬聖節的fu吧~

「Shoot The Zombirds」是一款萬聖節射擊遊戲。南瓜小子必須保護南瓜寶寶，當發現有殭屍鳥要抓走寶寶時，就要即時射出飛箭將殭屍鳥擊落救出寶寶們~
遊戲配樂和遊戲場景都充滿恐怖詭譎、陰森的感覺，場景還會不斷變化天色乎明乎暗，很有氣氛呢！

下載：http://goo.gl/353yyx",,29,1,Huawei
2014-10-30 17:54:00,fb.com/219449834741698_882528141767194,"【HUAWEI Ascend Mate7 】東南亞地區上市記者會

HUAWEI Ascend Mate7今日於泰國舉行東南亞地區上市記者會。HUAWEI Ascend Mate7為全球首款按壓式指紋辨識Android手機，9月IFA發表後被GSMArena、Android Authority、Android Central及Tom's Guide評選為IFA 2014最佳旗艦手機，在中國區上市前預購量高達105萬台，目前更在中國區熱銷、門市缺貨。HUAWEI Ascend Mate7搭載省電的6 吋 FHD 負向液晶螢幕、LTE CAT 6 連線能力、超八核處理器（4個大型A15 1.8 GHz、4個小型A7 1.3 GHz和1個智能微型i3低功耗感應晶片）、獨步業界的世界級按壓式指紋辨識技術，以及獨創人性化操作介面EMUI 3.0，榮獲各方肯定，並獲得指標性媒體最佳手機美譽。如今，HUAWEI Ascend Mate7也即將在台灣上市，喜歡高質感、頂尖規格的消費者，可別錯過嚕!",Huawei Mobile added 4 new photos.,62,2,Huawei
2014-10-30 10:09:49,fb.com/219449834741698_882402885113053,"【榮耀6 在歐洲上市、Amazon網站銷售「秒光」?! 】

榮耀6於10/28在德國舉行上市發佈會。目前榮耀6已經在全球近30個國家、地區推出，近期上市國家皆開出紅盤；6月於中國區上市後，僅三個月即突破200萬台驚人銷售紀錄！印度上市時，創造出48小時，銷售1萬台的驚人紀錄；在韓國市場中，很多韓國的消費者認為’’榮耀6’’威脅了三星在當地的地位。榮耀6 帶著8核、4G、CAT6、5吋FHD 螢幕、1,300萬畫素鏡頭以及業界最高3GB RAM記憶體等高階規格，橫掃全球市場；此次，在歐洲極具影響力的Amazon網站銷售時，更創下「秒光」的銷售紀錄。如今，榮耀6也即將在台灣亮相，台灣的粉絲們準備好了嗎?一起加入’’榮耀6’’的行列吧!
http://goo.gl/fSPx9D",Huawei Mobile added 3 new photos.,78,1,Huawei
2014-10-29 18:00:01,fb.com/219449834741698_882033531816655,"智慧型手指?!

在國外，尤其住在緯度較高的地方的人兒，隨著氣溫下降甚至下雪時，手機來電，要把手機從口袋掏出來成為最痛苦的事情之一，更痛苦的是觸碰式螢幕隔著手套無法接聽~
為了不讓雙手曝露在寒風之中，義大利科技公司發明一款藍芽手套，只要比出6的手勢(電話的手勢)，即可舒適的接聽任何來電。

小編覺得雖然還蠻人性的，但在亞熱帶的台灣，應該是沒有這個需求吧...

資料來源: ETtody http://goo.gl/qc3BxQ",,29,1,Huawei
2014-10-28 19:30:00,fb.com/219449834741698_881583501861658,"還記得你的車停哪嗎？

特別是沒有固定車位的朋友，應該有過這樣的經驗，要去取車時，完全不記得自己把車停在哪>.<

「Find My Car」可以幫你記下停車位置，並在你忘記車停哪的時候引導你找回你的車，只要在停好車後按一下按鈕，更新停車的位置即可喔~

下載：http://goo.gl/Piwhai",,45,6,Huawei
2014-10-28 16:00:00,fb.com/219449834741698_881525178534157,"【阿呢現身說】Honor 6
全球首支8核 4G CAT6手機 — 榮耀6
★3GB RAM 高速內存記憶體
★1300萬主相機，與500萬廣角前相機
★3,000mAh大容量高密度電池+智能省電專利
掌握天機，未來提前現身！",,4118,38,Huawei
2014-10-27 18:00:00,fb.com/219449834741698_880961158590559,"你的LINE更新了嗎？

LINE也悄悄的更新最新版本囉，Android版變成4.7.0。更新改善聊天群組功能、加強檢舉功能...等，讓我們一起來看看有什麼變動吧~
繼續閱讀：APP01 http://goo.gl/aahT5e",,36,1,Huawei
2014-10-27 14:00:00,fb.com/219449834741698_877237532296255,"比利時最大電視財經頻道Kanaalz採訪任宏亮：華為Ascend Mate7是汽車中的保時捷
比利時當地最大的電視財經頻道Kanaalz採訪華為消費者業務西歐地區部總裁任宏亮，“我們要做手機市場的'大眾'汽車”，任宏亮這樣說，“我們的產品是全線的。比如11月份即將在比利時上市華為Ascend Mate7 ，就是汽車中的保時捷。”

騰訊視頻：http://goo.gl/2fj24v
Kanaalz：http://goo.gl/oXPpcd",Huawei Mobile added 2 new photos.,32,0,Huawei
2014-10-24 18:00:00,fb.com/219449834741698_879278988758776,"對著手機喊：芝麻開門！就能解鎖？！

現在有一款「Voice Unlocker」App，可以實現靠聲音幫螢幕解鎖的願望喔！其實就是將原本的密碼、圖形解鎖方式，改成用唸的將密碼說出來～

下載：http://goo.gl/DP7dPo",,47,1,Huawei
2014-10-24 15:00:00,fb.com/219449834741698_879227802097228,"【HUAWEI消費者業務Q3中高階智慧型手機出貨量大幅成長！】
HUAWEI消費者業務2014年Q3整體發貨量達3,203萬台，其中智慧型手機達1,680萬台，同比成長26%；全球中高階智慧型手機出貨量有大幅成長，佔HUAWEI智慧型手機總出貨量26%，同比漲幅達162%。並以首個中國品牌登上Interbrand全球百強企業名單。",,40,1,Huawei
2014-10-24 14:00:00,fb.com/219449834741698_879213008765374,"Oman Tribune報導：引領大螢幕手機風尚的華為Ascend Mate7登陸杜拜
2014年10月1日，引領大屏手機風尚的華為Ascend Mate7登陸杜拜。它擁有強勁的電池和下載速度高達300Mbps的極速網絡，並有月光銀、耀石黑和琥珀金等三款不同顏色的產品供中東和北非地區消費者選擇。

看完整報導→http://goo.gl/lo5wQy",,57,3,Huawei
2014-10-23 18:00:01,fb.com/219449834741698_877732652246743,"臉書推出新功能「平安通報站」(Safety Check)

為了更貼近使用者，方便使用者在遭遇天然災害時，可以迅速打卡和朋友報平安。若沒有網路，朋友也可以代為標記...
(小編os: 現在人的生活越來越離不開智慧型手機&社群了...)

資料來源: ETtoday http://goo.gl/Xko1mS",,23,1,Huawei
2014-10-23 15:00:00,fb.com/219449834741698_878727348813940,"Trusted Reviews報導：Mate7是以低成本代替三星Galaxy Note 4的好選擇
海外權威科技媒體Trusted Reviews認為：華為Ascend Mate7的6吋屏幕機身並不像想像中那麼大而笨拙，相反，用它來看電影、玩遊戲的時候，感覺棒極了！

看完整報導→http://goo.gl/wTjqQF",,112,10,Huawei
2014-10-23 12:27:53,fb.com/219449834741698_878693162150692,"【自拍是一個人的戀愛】 獨家自拍秘籍 by 花部長
http://goo.gl/Fw9KBJ

自拍簡直已經成了全民運動。愛美的女生們走到哪拍到哪，明星們在社交網站發自拍與粉絲互動，連各國領導人也不能免俗。有人說這是內心寂寞的表現，有人說這是希望獲得他人的認可，而花部長覺得，自拍——是一個人的戀愛。爲了廣大的自拍狂熱者，花部長奉上獨家自拍秘籍，並邀請專業模特現身說法!",,51,3,Huawei
2014-10-22 18:00:00,fb.com/219449834741698_878323235521018,"能坐就不站，能躺就不坐，常常癱軟在椅子上...
是這樣的粉絲請+1  (小編先+1自首...)

長期不良的姿勢可能會造成肩頸的僵硬或是腰背的酸痛等健康問題~
現在有「Posture Correction」可做適時提醒，矯正不良習慣喔！
試試看，一起展開健康生活吧～

下載：http://goo.gl/GbSpFC",,40,2,Huawei
2014-10-22 14:00:00,fb.com/219449834741698_878230925530249,"V3.co.uk報導：華為Mate7擁有卓越的設計、強大的處理器…

""與其他旗艦機型相比，華為Ascend Mate7是物超所值的。它擁有我們見過的最卓越的設計，強大的八核處理器，高於平均水平的續航能力。”華為Mate7獲得英國媒體V3.co.uk的四星評價，並是第一個有潛力獲得五星評價的華為手機。

看完整報導→http://goo.gl/5AACNZ",,70,5,Huawei
2014-10-21 17:30:00,fb.com/219449834741698_877236518963023,"英國媒體“見風使舵”？ 赫芬頓郵報領銜英媒盛讚華為Ascend Mate7

聽說現在在英國，沒聽過華為手機就真的out了！ The Huffington Post UK領銜英國媒體盛讚華為Ascend Mate7。英國著名的科技新聞網站Tech Radar表示：華為Ascend Mate7手機無論從外觀還是手感上，都堪稱一部令人不可思議的完美手機，而且從它極具誘惑力的價位來看，它無疑是三星Galaxy Note4的強有力對手。

看完整報導→http://goo.gl/ccw6Hq",Huawei Mobile added 2 new photos.,50,1,Huawei
2014-10-21 14:41:36,fb.com/219449834741698_877710065582335,"【阿呢老實說】
全球第一支 8核 4G Cat6的手機，即將上市。
敬請期待...",,7881,24,Huawei
2014-10-20 18:00:01,fb.com/219449834741698_877299075623434,"大忙人需要的手機回電小幫手「Call you Later」！

在忙的時候若剛好有電話進來，通常都會請他稍後再撥或是再回電給他，但是很可能整個就忘記要回電話這件事～透過「Call you Later」，提醒你別忘了回電話！
可以直接從通話記錄設定，到預設時間會跳出提醒，也可以自己設定提醒日期和時間，跳出提醒後也可直接選擇撥打電話、傳送簡訊或是再延後五分鐘提醒喔～

下載：http://goo.gl/ZE749S",,32,1,Huawei
2014-10-20 14:01:04,fb.com/219449834741698_877232735630068,"持續使用17小時！CNET實測華為Ascend Mate7續航遠超蘋果三星

以業界良心自居，權威科技媒體CNET向來打破傳統與常規思維，以挑剔目光來檢視科技產品。近日CNET以超長篇幅記錄華為Ascend Mate7使用體驗，稱讚Mate7的電池、螢幕、相機，以及指紋辨識等功能。
配備6吋機身、4100mAh電池的Mate7不僅美，而且更“大”更“豐滿”。在CNET的續航測試中，Mate7一次充電後，影片連播可持續使用17個小時，是所有測試中成績最好的手機，遠超三星蘋果！ (iPhone 6 最高連續使用10小時，Samsung Galaxy S5最高15小時)。

看完整報導→ http://goo.gl/m0VD17",,109,10,Huawei
2014-10-17 17:30:00,fb.com/219449834741698_875745312445477,"巴西出現了第一座由球員自行供電的足球場，只要孩子們開始踢球，就能照亮球場與社區！
能由球員自行供電的足球場秘密就藏在球場的草皮下，和一般足球場的場地設計不同，是由 200 片特殊磁磚所鋪設而成，這個最新的發電技術來自英國的新創公司 Pavegen，讓特殊設計過的磁磚能經由每個踩在磁磚上踏步產生能量；
Pavegen 磁磚除了能為燈泡供電之外，還可以應用在無線通訊、行動裝置充電等用途上，而且可以判別光線，將白天所收集到的電力儲存到晚上使用。

資料來源：T客邦 http://goo.gl/s0evDp",Huawei Mobile added 3 new photos.,42,2,Huawei
2014-10-17 14:00:00,fb.com/219449834741698_875713499115325,"【Huawei Ascend Mate 7】
本身自然散發光芒，搶眼得讓人不能忽視
讓Ascend Mate7成為你引領風潮的智慧型手機！",,114,5,Huawei
2014-10-17 11:05:39,fb.com/219449834741698_875661922453816,榮耀。即將登台。,,77,5,Huawei
2014-10-16 18:00:01,fb.com/219449834741698_875260039160671,"喜歡玩密室逃脫系列遊戲的粉絲們，已經開始挑戰「密室逃脫3」了嗎？

每道關卡都有一道門，需要稍微動動腦就能把門給打開成功逃出～線索都在螢幕中！
遊戲一共有 100 關，每解開一道門可以拿到一個鎖，真的解不出來，可以看看Google Play 的評論，有些玩家們的討論，但小心有雷喔～

下載：http://goo.gl/nfGYit",,34,1,Huawei
2014-10-16 11:00:00,fb.com/219449834741698_875148725838469,"【Huawei Ascend Mate 7】
從此刻開始定義，華為手機
擁有最佳的製造品質，必定成永恆~",,128,7,Huawei
2014-10-15 18:00:01,fb.com/219449834741698_874753592544649,"LINE上面的已讀還是未讀困擾著你嗎？

最近開發出「已讀不回神器」，聽說能偷偷閱讀LINE、Facebook Messenger不被發現，再也不用擔心別人質疑你怎麼又「已讀不回」了~

資料來源：ETtoday http://goo.gl/GVT8kf",,28,3,Huawei
2014-10-15 14:00:00,fb.com/219449834741698_874689915884350,"【Huawei Ascend Mate 7】
Ascend Mate7 搭載了海思最新的麒麟Kirin 925超八核處理器，採用8+1超八核晶片架構，由4個A15大核、4個A7小核和1個智能微型i3低功耗感應晶片，可依據特定應用程式或功能的電源需求，以不同的組態方式使用，因此可透過電源管理使手機更加智慧。

這項功能你心動的請按讚+1",,113,5,Huawei
2014-10-14 22:00:01,fb.com/219449834741698_874248169261858,"【華為粉絲團回饋週！再抽榮耀3C LTE！】
↓↓快看看你是不是幸運得獎者↓↓
恭喜 洛翔 獲得華為榮耀3C LTE乙台！

*請得獎者於10/17(五)22:00前，以粉絲團【訊息】回覆提供相關資料(姓名、連絡電話、寄送地址、E-mail)至本粉絲團，在確認您是正確得獎者之後，會將領獎確認書提供給您，填寫後獎品將寄到您所回覆的聯絡資訊。
*注意，逾期未回覆，將視同放棄得獎資格，不另補發。
",Huawei Mobile shared their photo.,67,0,Huawei
2014-10-14 14:00:00,fb.com/219449834741698_874147919271883,"【Huawei Ascend Mate 7】 
你習慣單手用手機嗎?
Ascend Mate 7人體工學設計的曲線機背
單手也可以輕鬆操作！",,89,1,Huawei
2014-10-13 22:00:00,fb.com/219449834741698_873605072659501,"【華為粉絲團回饋週！再抽榮耀3C LTE！】
10/4活動得獎出爐～
恭喜以下10組(共30位)得獎者各獲得華為華為5000mAh行動電源乙個！

得獎名單： 
第一組:Lee Huei Xiao、鄭友婷、徐詠晴
第二組:Cheng Chuan Tsai、楊珠華、楊佩琪
第三組:一帆江、Joanne Hong、宋永明
第四組:Don Chang、Emily Kuo、Sophia Wang
第五組:黃東桂、鄭凱之、黃張芳花
第六組:Ryan Feng、Nancy Yang、魏苓燕
第七組:MayMay Wang、文之子久、權文
第八組:家駕到、Kine Lee、吳妮妮
第九組:戀寶貝、Yuki Chu、康玄
第十組:潘怡潔、Wish Lin、魯蛋

*請得獎者於10/16(四)22:00前，以粉絲團【訊息】回覆提供相關資料(姓名、連絡電話、寄送地址、E-mail)至本粉絲團，在確認您是正確得獎者之後，會將領獎確認書提供給您，填寫後獎品將寄到您所回覆的聯絡資訊。
*注意，逾期未回覆，將視同放棄得獎資格，不另補發。
",Huawei Mobile shared their photo.,65,0,Huawei
2014-10-13 18:30:00,fb.com/219449834741698_873583612661647,"【華為榮登最佳全球品牌百大排行】
華為史無前例的榮登此次榜單，其他同樣第一次入榜的還有DHL、Land Rover、FedEx、Hugo Boss....詳見全文http://goo.gl/ye1NwC

Interbrand最佳全球品牌評估方法論是全球第一個通過ISO權威認證，該評估主要分析為品牌價值做出貢獻的三方面的因素：
1)品牌產品或服務的財務表現
2)品牌在影響消費者選擇方面扮演的角色
3)品牌在控制溢價或公司安全盈利方面的實力",,46,1,Huawei
2014-10-13 15:30:00,fb.com/219449834741698_873508369335838,"你一天用手機花了多少時間？
你最常使用的應用程式是哪一個？ 

透過「手機使用時間」記錄器就能清楚的知道！它能夠記錄下一整天手機的使用情況，並分別記錄各個應用程式的使用時間。
想知道家中小孩每天花多少時間在玩遊戲、聊 LINE、看 Facebook 的話，也可以透過「手機使用時間」來觀察囉～

下載：http://goo.gl/3mXh3b",,39,1,Huawei
2014-10-13 11:00:00,fb.com/219449834741698_873389056014436,"【Huawei Ascend Mate 7】
Ascend Mate7 採用95%以上的金屬材質，並以堅固的鋁合金打造內部結構。

猜猜看，另外5%是什麼?",,99,2,Huawei
2014-10-10 22:00:00,fb.com/219449834741698_870925782927430,"【華為粉絲團回饋週！再抽榮耀3C LTE！】
10/3活動得獎出爐～
恭喜以下20位得獎者各獲得華為彩虹水杯！

得獎名單： 
沈樺、綠巨人、坤益 林、Ray Chen、呂師相、鄭元元、黃素蘭、Joe Wang、Bear Huang、徐博綾、江昀瑄、Shujuan Peng、許靜文、呂昌錦、伊昇、Clark Lai、黃韶安、Gisun Oh、黃祥佑、劉銳文

*請得獎者於10/12(日)22:00前，以粉絲團【訊息】回覆提供相關資料(姓名、連絡電話、寄送地址、E-mail)至本粉絲團，在確認您是正確得獎者之後，會將領獎確認書提供給您，填寫後獎品將寄到您所回覆的聯絡資訊。
*注意，逾期未回覆，將視同放棄得獎資格，不另補發。",Huawei Mobile shared their photo.,48,0,Huawei
2014-10-10 16:00:01,fb.com/219449834741698_870206342999374,"【倫敦紅色電話亭「變綠」每天為100部手機充電】
手機電池老是不夠用，要是在外面可以有充電的電話亭，那就方便多了！

敦給人的印象除了大笨鐘等知名景點之外，大概就是「紅色電話亭」了。2名倫敦政治經濟學院的學生突發奇想，將這些閒置的經典電話亭改造成綠色的「太陽能手機充電站」。「太陽能手機充電站」每天大約能為100部手機充電，而充電的速度大約是每10分鐘20％，同時為了增加充電站的價值，還在裡頭安置一台液晶銀幕播放廣告，讓民眾在等待充電的時候也不會無聊。

資料來源：http://goo.gl/aB9qds",Huawei Mobile added 2 new photos.,29,1,Huawei
2014-10-10 11:00:00,fb.com/219449834741698_871393969547278,"【Huawei Ascend Mate 7】
只要手指頭一摸，即可解鎖的秘密
以下測驗讓你瞭解↓↓↓
http://cnet.co/1B2GId3

想要擁有觸控解鎖設計的請按讚+1",,77,3,Huawei
2014-10-09 22:00:01,fb.com/219449834741698_870925396260802,"【華為粉絲團回饋週！再抽榮耀3C LTE！】
看看你是不是幸運兒～10/2活動得獎出爐～
恭喜以下10位得獎者各獲得華為機器人USB乙個！

得獎名單： 
Arthur Wang、林昶志、Tai-chi Lin、白舜文、Zoo Lin、
邱志霖、Erde Woo、Jason Wu、陳曉慶、趙曉真

*請得獎者於10/11(六)22:00前，以粉絲團【訊息】回覆提供相關資料(姓名、連絡電話、寄送地址、E-mail)至本粉絲團，在確認您是正確得獎者之後，會將領獎確認書提供給您，填寫後獎品將寄到您所回覆的聯絡資訊。
*注意，逾期未回覆，將視同放棄得獎資格，不另補發。

",Huawei Mobile shared their post.,53,1,Huawei
2014-10-09 19:05:01,fb.com/219449834741698_870942199592455,"明天開始就是三天連假囉～
規劃好你的旅行了嗎？
提供Android 手機的免費旅遊app～
讓你掌握旅程更得心應手！

資料來源：T客邦 http://goo.gl/yz9mLS",,17,0,Huawei
2014-10-09 14:00:00,fb.com/219449834741698_870832576270084,"【Ascend Mate 7】美型旗艦
不可思議的83 %螢幕佔比
2014年度美型旗艦，直覺手感操作介面
完美外型、長效續航力及指紋解鎖等強大功能
極細的2.9 mm窄框設計，讓人愛不釋手 !",,839,16,Huawei
2014-10-08 22:00:00,fb.com/219449834741698_870203412999667,"【華為粉絲團回饋週！再抽榮耀3C LTE！】
10/1活動得獎出爐～恭喜以下15位得獎者和推薦的朋友各獲得華為多功能讀卡機乙個！
得獎名單： 
Milkkiki Peng、張育育、秋華 王、James James、Secretian Chiu、洪苡鈞、Meme Hu、吳紓維、We Ya、包欣、陳文文、李啟宗、Kuma Huang、周潔茵、Rain Chou

*請得獎者於10/10(五)22:00前，以粉絲團【訊息】回覆提供相關資料(姓名、連絡電話、寄送地址、E-mail)至本粉絲團，在確認您是正確得獎者之後，會將領獎確認書提供給您，填寫後獎品將寄到您所回覆的聯絡資訊。
*注意，逾期未回覆，將視同放棄得獎資格，不另補發。",Huawei Mobile shared their post.,60,0,Huawei
2014-10-08 18:00:00,fb.com/219449834741698_870224546330887,"有玩過UNO的請按讚，喜歡玩UNO的請+1

UNO是一款好玩的紙牌遊戲，沒玩過的有機會一定要玩看看！不過一定要2人以上才能玩，老是缺牌咖也是很煩惱的，還好現在UNO有APP，還可以請哆啦 A 夢、大雄、小夫、胖虎、靜香來當你的牌腳喔～

下載：http://goo.gl/W8douC",,32,3,Huawei
2014-10-08 14:34:50,fb.com/219449834741698_870152533004755,"【這些高科技服裝們很詭異:例如...內褲裡放手機】
穿戴式科技 VS 科技式穿戴...有需求就有市場!但小編相信多數人仍然最喜歡把手機放在褲子口袋裡。

近日服裝品牌Uniqlo對媒體聲稱：「我們正在與產品開發團隊進行溝通，探討技術改進以及從用戶角度提高我們的服裝的兼容能力等問題，牛仔褲的口袋大小也是其中的一個問題。」根據市場調查機構Kantar最新研究報告顯示，手機螢幕還有繼續增大的空間，因為就智慧型手機消費者而言，螢幕尺寸已成為選購手機的指標之一，基本上5.5吋的手機還可以放進大多數的褲子的口袋，但對於習慣穿較緊身的褲子的消費者來說，可能就是麻煩，於是就有許多專屬科技產品的穿戴服裝產生了...詳見原文網址:http://goo.gl/GVTxN1",Huawei Mobile added 3 new photos.,31,2,Huawei
2014-10-07 22:00:00,fb.com/219449834741698_869603626392979,"【華為粉絲團回饋週！再抽榮耀3C LTE！】
9/30活動得獎出爐～恭喜以下20位得獎者獲得華為造型鑰匙圈！

得獎名單：戴維、陳沛苓、黃雨情、柿雪、林清發、陳夢華、
Danny Wang、盧亭妤、LI NG、Brandon Lin、藍鮪魚、林小寶、
戴奧心、張鋆富、江明勳、戴嘉男、Hsin-hsin Chiu、范筱宣
林閒慧、鐘文祥

*請得獎者於10/9(四)22:00前，以粉絲團【訊息】回覆提供相關資料(姓名、連絡電話、寄送地址、E-mail)至本粉絲團，在確認您是正確得獎者之後，會將領獎確認書提供給您，填寫後獎品將寄到您所回覆的聯絡資訊。
*注意，逾期未回覆，將視同放棄得獎資格，不另補發。

",Huawei Mobile shared their photo.,74,0,Huawei
2014-10-07 19:00:01,fb.com/219449834741698_869609606392381,"你的手機裡是不是藏有秘密？
該怎麼確保手機內容的安全？
Android 手機隱私保護22招技巧大揭密～
超實用，快學起來！

資料來源：T客邦 http://goo.gl/XUvQcy",,26,6,Huawei
2014-10-06 21:56:01,fb.com/219449834741698_869073889779286,"手機防滲透竊聽「放冰箱是最佳方法」?!

擔心手機被竊聽，提供網友熱烈討論反竊聽的方法，也可以試試~
其中包含防範手機被植入監聽軟體的措施，像是設「密碼鎖」、手機不離身、不下載和開啟來源不明的軟體、關閉不必要的個人隱私(如通訊錄)，以及有需要時才開啟網路。
也有些竊聽軟體會主動發簡訊給竊聽者，且不留下記錄，如果每個月的簡訊費用暴增，那也要小心是否中鏢啦~SIM卡不要開啟「三方通話」的功能，以免電話「插播」時被竊聽！

資料來源：http://goo.gl/EmYs1L",,74,1,Huawei
