貼文時間,貼文ID,貼文內容,分享內容,讚數,分享數
2015-07-24 06:18:09+00:00,360450250740751_814054678713637,小米產品專家們準備好了！小米Note 體驗會第一場即將開始！,小米台灣 Mi Taiwan feeling excited.,861,6
2015-07-23 07:53:29+00:00,360450250740751_813445135441258,"【 7月28日小米Note 64GB版本 Mi.com / 遠傳電信同步上市】配備 5.7 吋 Full HD 螢幕、Sony 1,300 萬像素光學防震相機、64GB ROM / 3GB RAM、3,000mAh大容量電池，支援 4G 雙卡雙待，震撼價 NT$12,499！參加 7/28 首賣活動的用戶，小米免費送你原廠保護貼 + 透明超薄保護套！

7/25 前公開分享 + 留言講「我最喜歡小米Note 的____」+ tag 標記朋友，我們要送出一台給幸運用戶！",小米台灣 Mi Taiwan added 11 new photos — with 蔡羿菁.,3706,2480
2015-07-23 07:35:26+00:00,360450250740751_813440478775057,沒錯！你們猜到了嗎？小米Note 正式在台推出了！！新品體驗會進行中，小米的產品專家們正在現場展示小米Note 的 5.7 吋超大螢幕和極致設計工藝！,小米台灣 Mi Taiwan added 2 new photos.,780,19
2015-07-23 00:30:01+00:00,360450250740751_813109365474835,"感謝支持「小米新品試玩會」！我們會在今天中午前寄送 email 確認信 (event-tw@xiaomi.com) 和活動細節 ，通知成功參加的米粉。沒有入選沒關係，鎖定今天下午「小米新品發佈會」，為你送上第一手更新！

【7/24 2pm 場】
(暱稱或小米帳號)
17072635
Ashley
adidas9408
柏翔
孫文
happy tsao
廖x樸
213814168
235819711
柳x偉
洛河
Rash
輝哥
Jason
162639416
137589928
138692706
136213372
1577483557
411112421
chiubonjacob
1553790127
227596306
法德森
232748470
xi3396
212629055
Lingkao
218960602
高x涵

【7/24 4:30pm 場】
(暱稱或小米帳號)
kenlin
220573868
Darren Lin
李x源
227407502
kendra
101308396
144479958
tennisboy78
252815610
jimmylee1128
10681745
168137449
阿茂
1578887065
Allen
gff539
219107726
130897773
sabrina529
440522283
220577737
stone
79399872
1553521088
237917986
9764250
143930741
何小姐
singping

星期五見囉 😁",,375,3
2015-07-22 03:33:33+00:00,360450250740751_812637868855318,"【萬眾期待 震撼駕到】當然要看更多！快分享 + 猜新品名稱及特徵：「我猜明天的新品是 ____，____ 要看更多！」，最後機會贏新品 F 碼，選出 3 位用戶優先買！明天下午就是新品發佈會，密切留意 小米台灣 Mi Taiwan  

快來報名小米新品試玩會 😁
7/24 台北場 —>  bit.ly/小米新品試玩會 
7/26 高雄場 —>  bit.ly/小米新品試玩會-高雄場",,870,261
2015-07-21 09:41:04+00:00,360450250740751_812251362227302,"高雄的米粉，應你們的要求，小米來啦！萬眾期待、震撼駕到的新品即將在 7/23 發佈，這次「小米新品試玩會 - 高雄場」特地為了南部的米粉舉辦，也是小米第一次到高雄和米粉見見面，希望你能來參加 :) 7/26 來找我們玩！

感謝米粉 @Pin-Chun Li 的邀請，我們來啦 😁",,698,27
2015-07-21 02:52:00+00:00,360450250740751_812150515570720,"【萬眾期待 震撼駕到】當然要看得更清楚！快分享 + 猜猜新品名稱及特徵：「我猜 7/23 的新品是 ____，____ 要看得更清楚！」，猜中就有機會得新品 F 碼，選出 3 位用戶優先買。新品發佈會倒數 2 天！

** 你想搶先體驗新品嗎？我們準備了「小米新品試玩會」邀請米粉們在 7/24 參加試玩，快來報名吧 —>  bit.ly/小米新品試玩會，希望到時見到你 <3",,842,303
2015-07-20 12:50:55+00:00,360450250740751_811907808928324,各位米粉，萬眾期待、震撼駕到的新品即將在禮拜四發佈啦！我們特別準備了「小米新品試玩會」邀請所有米粉在 7/24 參加體驗，名額共有 60 位！有得拿﹑有得玩的小米新品試玩會你絕對不能錯過！快點進連結報名吧 :) bit.ly/小米新品試玩會,,804,41
2015-07-20 03:12:01+00:00,360450250740751_811741088944996,【萬眾期待 震撼駕到】今天提示是：當然要盡情享受！想得到新品 F 碼優先買，就馬上分享 + 猜新品名稱及特徵：「我猜 7/23 發佈的新品是 _____，_____ 要盡情享受！」。下圖提示有點難度，答對除了有機會得 F 碼外，再加碼神秘禮物一份！選出兩位用戶 :) 禮拜四就是發佈會，為你送上第一手更新！,,1158,482
2015-07-19 12:30:00+00:00,360450250740751_811143075671464,【萬眾期待 震撼駕到】當然選最大！小米新品發佈會，4 天後揭曉！分享 + 留言猜新產品名稱及特徵：「我猜新品是 _____，_____ 要選最大！」，猜中就有機會得新品 F 碼，選出三位用戶優先買。鎖定 小米台灣 Mi Taiwan ，收看第一手更新 ;),,1514,444
2015-07-18 04:41:00+00:00,360450250740751_810663042386134,都市白 VS 叢林綠，你選哪一個 dochi？🙌,小米台灣 Mi Taiwan with Bajar Wang.,1038,9
2015-07-17 03:40:21+00:00,360450250740751_810165859102519,【最後倒數】瘋狂暑價 Summer Sale 大促銷，限時至今晚 8 點止！保握最後機會 😉,,270,5
2015-07-16 03:37:49+00:00,360450250740751_809707549148350,"【瘋狂暑價第一波】紅米2 直降 NT500，驚喜價只要 NT3299！雙卡雙待；Snapdragon 64 位元四核處理器；4.7 吋絕佳手感，133g 輕巧，快上 mi.com 選購！

【瘋狂暑價第二波】7/17 20:00 前截止
1) 紅米 / 1S / Note 保護系列大特賣，每件只要 NT$19
2) 買小米4i 免費把小米手環帶回家
3) 買小米平板或官翻機，送行動電源5000 + 安卓米兔鑰匙圈
4) 超人氣小米行動電源特價組；指定生活配件，買三送一
5) 明星商品特價 Sale：小米頭戴式耳機 NT$2295；活塞耳機簡裝版 NT$199；隨身 WiFi NT$239；米兔行動電源 NT$495；行動電源5000 NT$235",,295,10
2015-07-15 09:59:23+00:00,360450250740751_809253052527133,7月6-8日【紅米2 直降NT$500，現正特價 NT$3299】分享活動中獎名單,小米台灣 Mi Taiwan published a note.,188,5
2015-07-15 03:48:41+00:00,360450250740751_809050402547398,"即日起至 7/17 20:00 瘋狂暑價第二波，別忘了揪朋友到小米官網 mi.com 一起買！

1) 買小米4i 免費把小米手環帶回家
2) 紅米2 直降 NT$500，只要 NT$3299
3) 買小米平板或官翻機，送行動電源5000 + 安卓米兔公仔
4) 紅米 / 1S / Note 保護殼 / 套 / 貼系列大特賣，每件只要 NT$19
5) 超人氣小米行動電源特價組
6) 指定生活配件，買三送一
7) 明星商品特價 Sale：小米頭戴式耳機 NT$2295；活塞耳機簡裝版 NT$199；隨身 WiFi NT$239；米兔行動電源 NT$495；行動電源5000 NT$235",小米台灣 Mi Taiwan added 3 new photos.,343,16
2015-07-14 13:41:03+00:00,360450250740751_808618045923967,小米隨身風扇，NT$99 藍白兩色，USB 接口設計，搭配小米行動電源最適合啦！明天 7/15 中午 12 點 mi.com 開賣！,,744,35
2015-07-14 10:49:55+00:00,360450250740751_808572342595204,明天（7/15）中午 12 點，五色腕帶：藍、黃、螢光綠、螢光橘、玫紅色將再度開賣啦！每種顏色每張訂單可以買 5 條，別錯過！,,1162,129
2015-07-14 04:08:33+00:00,360450250740751_808468029272302,"即日起到 7/17 20:00，迎接瘋狂暑價第二波，帶著小米去旅行！別忘了分享、揪朋友一起買 :)

1) 買小米4i 免費把小米手環帶回家
2) 買小米平板或官翻機系列，就送行動電源5000 + 安卓米兔鑰匙圈
3) 多款超人氣小米行動電源特價組
4) 指定生活配件，買三送一
5) 還有多樣明星配件特惠",,328,21
2015-07-14 02:38:22+00:00,360450250740751_808452619273843,"【小米官網 mi.com 退貨服務條款及細則變更說明】

變更部分如下：
4. 本網站商品之訂價不含運費， 若您符合免運條件（訂單金額滿 500 元）時，由本公司負擔運費。

5. 若購買符合網站公告之贈送活動或優惠組，退貨時也需請您將贈品或整套優惠組全部退回，始完成退貨手續。如您退貨未將贈品或整套優惠組全部退回，所缺少之相關商品將以官網原價計費，並從退款金額內扣除。

6. 申請退貨時，請務必將您所訂購之完整商品，包括零配件、說明書及包裝盒置入於原外包裝箱內，以利後續退換貨作業。如您退貨未將完整商品（零配件、說明書及包裝盒）全部退回，所缺少之品項將予以計費。

7. 鑑賞期非試用期，退回商品須為全新狀態，若經退貨中心判定商品為人為損傷，則會收取相關整新費用。

8. 每張訂單僅享有乙次退貨服務，為避免爭議發生，請確實驗收商品後再進行退貨。

9. 退貨扣取物流費用的細則:
a、原訂單申請整單退貨時：
1) 原訂單金額如滿免運標準 500 元時，按照實際訂單金額給予退款。
2) 如原訂單金額不符合免運標準（未滿 500 元）並已收取運費 100 元的訂單，原始運費 100 元則不予退還。

b、原訂單申請部分商品退貨時：
1) 剩餘商品金額不滿 500 元時，原始運費 100 元會從退款金額中扣除。如退款金額小於需要扣除的運費 100 元時，則退款金額為 0 元。
2) 剩餘商品金額大於等於 500 元，按照實際訂單金額給予退款。

c、若小米台灣官網的運費標準發生變更，此退費標準也會同步變更。

d、從 2015 年 7 月 21 日 00:00 開始所有申請退貨都將按照此規則執行。

10. 已成立之購買訂單或退貨訂單皆無法被拆開或合併後使用。

以上變更部分將會更新在小米官網的「服務條款及細則」頁面中。",,246,5
2015-07-12 03:45:49+00:00,360450250740751_807529902699448,紅米2 在第一代紅米的外觀設計基礎上優化調整，整機設計更加簡潔、小巧。僅有 133g，比第一代足足輕了25g；機身厚度方面，也減少了0.5mm，薄至9.4mm，更適合單手操控。現在直降NT$500，驚喜價NT$3299，更值得入手 ---> mi.com/tw/redmi2/,,404,9
2015-07-11 03:26:32+00:00,360450250740751_807068732745565,【絕佳手感！紅米2 超低價 NT$3299】4.7 吋螢幕，專為貼合手掌設計的微弧背面，絕佳的握感；133 克輕 + 9.4mm 薄，和相同螢幕尺寸的第一代紅米相比更加小巧，螢幕卻佔比更大，更適合單手操控！現在直降 NT$500，小米官網 NT$3299 現貨購買！,,436,9
2015-07-10 07:29:27+00:00,360450250740751_806693529449752,颱風來了免驚，還有我！小米行動電源 + LED 燈，你的防颱好夥伴。 你有什麼必備小米防颱裝備？ ☔☔,,635,14
2015-07-09 12:50:01+00:00,360450250740751_806379502814488,陸上颱風警報發佈，明天會不會放颱風假呢？不管要不要上班上課，別忘了做好防颱準備，出入平安。中央氣象局氣象特報 --->  cwb.gov.tw/V7/prevent/warning.htm,,505,6
2015-07-09 03:48:10+00:00,360450250740751_806251576160614,【暑價第一波】紅米手機2 直降NT$500，驚喜價只要NT$3299！還有紅米 / 紅米1S / 紅米Note 保護殼 / 套 / 貼系列大特賣，每件只要NT$19，暑價限定，只在 mi.com！,,322,7
2015-07-08 03:30:00+00:00,360450250740751_805868809532224,【紅米2 驚喜價 NT$3299】800 萬畫素的背照式相機有大光圈、5片式鏡頭，支援 HDR、特效濾鏡、全景等多種拍攝；200 萬畫素前相機，搭配第二代 36 級智慧美顏，自拍更好玩！現在直降NT$500，更值得入手！公開分享 + 留言標記一位朋友，就有機會得到小米手環，選出兩位用戶，今晚 11:59 截止 ;),,479,264
2015-07-07 10:26:22+00:00,360450250740751_805514889567616,【暑價第一波】紅米手機2 直降NT$500，驚喜價只要NT$3299！還有紅米 / 紅米1S / 紅米Note 保護殼 / 套 / 貼系列大特賣，每件只要NT$19，暑價限定，只在 mi.com！,,448,21
2015-07-07 03:39:00+00:00,360450250740751_805430572909381,【紅米2 瘋狂暑價】採用 Sharp / 友達等一流螢幕供應商，及全貼合工藝 IPS 技術，透光率大幅提升，強光下對比度更好，可視角度達178°；搭配絕佳握感的 4.7 吋螢幕，現在直降NT$500，驚喜價NT$3299，更加值得入手！公開分享 + 留言標記一位朋友，就有機會得到一台金屬灰版，選出一位用戶，今晚 11:59 截止！,,1122,682
2015-07-06 13:51:56+00:00,360450250740751_805079976277774,"【紅米1S MIUI6 穩定版來啦！】美好的事情一件接一件，接下來幾天，紅米1S 用戶將會陸續收到 OTA 更新推送，更新完記得到 MIUI 論壇給我們意見！有朋友也是紅米1S 的用戶嗎？別忘了分享給他們，感謝大家的耐心與支持！

詳細更新日誌與下載更新 ---> tw.miui.com/thread-19159-1-1.html",,490,23
2015-07-06 10:19:18+00:00,360450250740751_804997986285973,【小米手環開賣】明天 7 月 7 日中午 12 點小米手環再度開賣，只在小米官網 mi.com！小米手環幫你記錄全天活動，計算行走距離及熱量消耗，讓你更熱愛健康生活，從此了解自己更多！,,1305,144
2015-07-06 02:34:47+00:00,360450250740751_804852219633883,【紅米2 瘋狂暑價】紅米2 直降 NT500，驚喜價 NT3299！雙卡雙待，支援 4G；Snapdragon 64 位元四核處理器；4.7 吋絕佳手感，133g 輕巧；金屬灰、白色兩色可選，快上 mi.com 選購！公開分享 + 留言標記一位朋友，就有機會得到紅米2 一台，共選出兩位用戶，明天 23:59 截止！,,1474,920
2015-07-05 14:19:15+00:00,360450250740751_804649739654131,永遠相信美好的事情即將發生，美好事情明早來臨，晚安！,,964,15
2015-07-05 03:20:04+00:00,360450250740751_804504533001985,"【小米運動 Android App 更新】感謝所有用戶反饋，本次更新大幅改善某些用戶出現運動和睡眠資料遺失、修復 Note 3 與手環無法連接的問題以及修復某些情況下電量顯示異常。
**韌體升級小提醒：如遇到韌體升級失敗，請在後台將 App 關閉，並重新開啟藍牙後再升級。",,557,15
2015-07-04 04:09:11+00:00,360450250740751_803990333053405,開始使用小蟻智慧攝影機前先來了解路由器設定、SD 卡選擇、影片錄製等操作吧。同場加映，如何輕鬆安裝小蟻攝影機 ---> tw.miui.com/thread-19060-1-1.html,,442,19
2015-07-03 04:30:24+00:00,360450250740751_803409499778155,【小蟻智慧攝影機】手動刷機教學來啦，輕鬆動手快速升級到最新韌體，體驗最新功能。進入小米論壇觀看教學 ↓↓↓↓↓↓↓↓↓↓,,427,24
2015-07-02 03:33:00+00:00,360450250740751_802754709843634,今年上半年，小米售出 3470 萬台手機，比去年同期增長 33%！多謝所有米粉支持，很快就有好消息帶給大家！,,880,17
2015-07-01 04:05:52+00:00,360450250740751_802266833225755,安裝小蟻智慧攝影機無需任何複雜的佈線與冗長的設定，只需連接電源線，下載小蟻攝影機 APP 就可輕鬆安裝。安裝教學 ↓↓↓↓↓,,554,32
2015-07-01 01:23:04+00:00,360450250740751_802160743236364,今天小米公司有一位新財務長（CFO） 加入，他是國際投資基金 DST 前合夥人周受資。他過去 5 年在 DST 投資的公司包括小米、京東、阿里巴巴、滴滴打車等。他從哈佛商學院畢業後，曾任職高盛。他帶領的財務管理與投資團隊將為小米的技術創新、生態鏈佈局以及國際化盡一分力。和我們一起歡迎他！,小米台灣 Mi Taiwan shared Mi's photo.,243,0
2015-06-30 12:06:00+00:00,360450250740751_801821523270286,"感謝今天參加小蟻智慧攝影機首賣的用戶，收到專屬裝飾配件，別忘了和我們分享 ☺ 小蟻攝影機使用 Q&A --> tw.miui.com/thread-19002-1-1.html

另外恭喜 Ping Feng Chiu (fb.com/pingfeng.chiu) 獲得小蟻攝影機一台、傅世雄 (fb.com/100000204541949) 獲得小蟻攝影機一台 + 專屬配件一組，別忘了 7/3 前私信我們領獎喔。",,295,5
2015-06-30 03:39:06+00:00,360450250740751_801634846622287,今天中午 12 點開賣的還有 NT$99 的小米隨身風扇，共有藍白兩色 :)  buy.mi.com/tw/item/3152500002,,437,27
2015-06-30 03:04:09+00:00,360450250740751_801626256623146,今天中午 12 點參加小蟻智慧攝影機首賣的用戶，將有機會獲得專屬裝飾配件一組，😍 共有 200 份隨機送出喔！先來看看小蟻攝影機使用 Q&A。溫馨提醒：iOS 版本 App 審核中，上架時間請留意小米台灣論壇。,,534,20
2015-06-29 14:03:31+00:00,360450250740751_801306156655156,小米隨身風扇，夏天消暑必備 ！NT$99 藍白兩色可選，USB 接口設計，低耗電，搭配小米行動電源最適合啦！明天 6/30 中午 12 點開賣，走到哪吹到哪 ✌✌✌,,835,40
2015-06-29 03:58:33+00:00,360450250740751_801133070005798,"【慶祝首賣】明天首波購買小蟻智慧攝影機的用戶，將有機會獲得專屬裝飾配件一組，共有 200 份隨機送出！想提前擁有？今天 23:59 前公開分享 + 留言說「我要買小蟻，用來___」我們要送出一台 + 裝飾配件給一位用戶！

小蟻攝影機售價 NT$899，6 月 30 日中午 12 點開賣！隨時查看家中安全，家就在手機上，隨時隨地與家在一起！看更多功能：bit.ly/YiWebCam",,1373,784
2015-06-28 03:40:42+00:00,360450250740751_800623083390130,不管在哪，心裡總是惦記著家中的寶貝？有了小蟻智慧攝影機，你可以即時了解家中狀況、與孩子雙向通話、觀看拍攝所有可愛瞬間，隨時隨地與家在一起！小蟻攝影機：720P 高畫質解析度 / 111°廣角 / 4 倍變焦 / 安全本機儲存，6 月 30 日中午首賣！了解小蟻功能 ---> bit.ly/YiWebCam,,372,22
2015-06-27 03:14:04+00:00,360450250740751_799744110144694,小米手機4i 黑灰色開箱！黑灰金屬光澤表面，超有質感。黑灰色 vs 白色版，你喜歡哪一個？😎,,594,6
2015-06-26 03:40:30+00:00,360450250740751_799473816838390,NT$99 的小米隨身風扇：藍白兩色可拆設計，輕便小巧；風扇運轉超靜音，給你微風徐徐的清涼感；標準 USB 接口，極低耗電，搭配小米行動電源16000，可連續吹 62 小時；材質環保安全手感極佳。小米官網要開賣啦，6 月 30 日中午 12 點快來清涼一夏！,小米台灣 Mi Taiwan added 4 new photos.,1593,203
2015-06-25 11:03:36+00:00,360450250740751_799179020201203,剛出門，就擔心沒鎖門不安全？在上班，心裡還惦記著家中的寶貝？你不在家，狗狗都在做什麼？小蟻智慧攝影機，720P 高畫質解析度 / 111°廣角 / 4 倍變焦，支援雙向語音通話，隨時查看家中狀況；安全的本機儲存，隨時重播錄影，6 月 30 日中午首賣！更多 Q&A ---> tw.miui.com/thread-19002-1-1.html,,1190,94
2015-06-25 01:22:01+00:00,360450250740751_799009566884815,"今天中午 12 點小米手機4i 黑灰版首賣、小米手環 mi.com 同步開賣！
*小米手機4i：5 吋 Full HD「陽光屏」螢幕，7.8mm 薄、130g 輕，1300 萬畫素 f/2.0 鏡頭、3120mAh 大電池；白色版同步販售中。
*小米手環：紀錄睡眠、每日步數，你的智慧健康好夥伴。",,433,16
2015-06-24 14:53:45+00:00,360450250740751_798785736907198,【小米手機 4i 】黑灰版 6 月 25 日中午首賣！5 吋 Full HD 螢幕、1300 萬畫素 f/2.0 鏡頭、3120mAh 大電池、八核 64 位元 CPU、雙卡雙待，只要 NT$6499。白色版本 mi.com 同步販售中！,小米台灣 Mi Taiwan added 4 new photos.,523,10
2015-06-24 03:45:00+00:00,360450250740751_798533253599113,"【新品登場】小蟻智慧攝影機：能看能聽能說，手機遠端觀看，售價NT$899，6 月 30 日中午 12 點官網開賣啦！明天 23:59 前公開分享，我們要先送出一台！看更多實用功能：bit.ly/YiWebCam

*720P 高畫質解析度 / 111°廣角 / 4 倍變焦，支援雙向語音通話；隨時查看家中安全，即使不在家，也不錯過任何重要日子；安全的本機存放，隨時重播錄影。家就在手機上，隨時隨地與家在一起！",,3388,2551
2015-06-23 09:46:01+00:00,360450250740751_797954196990352,黑灰版小米手機4i、小米手環，6/25 中午 12 點小米官網開賣，快分享給好友！小米手機4i 基於 Android 5.0 深度定制，完美搭配小米手環各種功能；5 吋 Full HD「陽光屏」螢幕，只有 7.8mm 薄，130g 輕，黑灰新色震撼首賣，只在 mi.com！,,858,104
2015-06-23 03:38:48+00:00,360450250740751_797760300343075,【小米4i 黑灰版 6月25日登場】黑灰版震撼首發，另一種選擇！公開分享 + 留言答「我選小米4i 黑灰版，因為 ___」，我們要送出 1 台！***5 吋 Full HD 螢幕、1300 萬畫素 f/2.0 鏡頭、3120mAh 大電池、八核 64 位元 CPU、雙卡雙待，只要 NT$6499，白色版本同步販售中，只在 mi.com！活動 6/25 12:00 截止。,,1878,1154
2015-06-22 03:40:01+00:00,360450250740751_796915410427564,想要多一種選擇，別忘了明天留意 小米台灣 Mi Taiwan Facebook！ :),,319,4
2015-06-21 03:30:00+00:00,360450250740751_796252520493853,想要黑色版手機，不需要用筆啦！下星期留意小米台灣 Facebook！你猜猜會是 ______？ ;),,530,8
2015-06-20 03:30:11+00:00,360450250740751_795742170544888,端午節就是要盡情吃粽！你吃的是甜的還是鹹的呢？拿起你的手機拍下你今天吃的粽子，再到留言中分享，我們要送出一份端午節小禮物 🎁，今晚 23:59 前截止。端午節快樂！,,566,38
2015-06-19 10:34:01+00:00,360450250740751_795313797254392,嗯～～三天連假，看什麼電影好呢？😁😁,,336,4
2015-06-19 03:45:25+00:00,360450250740751_795234317262340,"小米手機4i 內建的 1300 萬畫素相機有即時濾鏡功能，拍照前先預覽拍攝效果，多款濾鏡讓你動手玩！NT$6,499 官網直接購買：bit.ly/buymi4i",,283,6
2015-06-18 03:18:13+00:00,360450250740751_794733650645740,小米台中授權服務中心開囉！除了維修保固外，在授權服務中心，可以體驗小米手機4i、紅米手機2、小米平板等產品，也能購買手機、平板的充電線、頭及小米手環的充電線和黑色腕帶。一到五除公眾假期外，每天 11:30 - 19:30 為你服務 😉,,961,63
2015-06-17 12:05:17+00:00,360450250740751_794370000682105,【最後兩小時】因為有你，所以小米。感謝所有用戶一路支持、一起慶祝小米台灣兩週年！最後兩小時，把握時間到官網 mi.com 領取抵用券和購機福袋。明年再見！ <3,,421,1
2015-06-17 03:05:50+00:00,360450250740751_794227924029646,"【最後一天】因為有你，所以小米，兩年過去了，感謝你一路相挺！今天 22:00 前，老用戶專屬購機福袋，$25/60/80配件抵用券等你領！還有限量藍色小米路由器mini，行動電源/小米活塞耳機系列折扣優惠，別錯過！

今天 22:00 前，公開分享 + 留言說出你對小米的愛，我們要送出一台小米手機4i <3",,814,469
2015-06-16 03:58:50+00:00,360450250740751_793838420735263,"【兩週年倒數】全新小米活塞耳機，榮獲 2015 年德國紅點設計大獎，慶祝期間特價$445，使用 $25/60/80 抵用券再折扣！還有限量藍色小米路由器mini、超人氣行動電源 9 折優惠，只到 17 日 22:00，別錯過！

今晚 23:59 前公開轉發 + 留言說你在 2 週年已經買了什麼，我們要送出三副耳機給三位用戶！ 😘",,492,156
2015-06-15 02:30:01+00:00,360450250740751_792323054220133,"【小米兩週年慶典】別錯過限量藍色小米路由器mini、9 折超人氣行動電源、全新小米活塞耳機現省 50 元。17 日 22:00 前，老用戶的購機專屬福袋，3 種配件抵用券隨時領隨時再折扣，快通知親朋好友啊！

沒有米粉，沒有小米 <3 公開轉發 + 留言說你人生第一個小米產品是什麼，我們要送出小米手環，共三條，今晚 23:59 截止！",,685,316
2015-06-14 02:45:00+00:00,360450250740751_792327484219690,"因為米粉，所以小米。因為有你，所以小米 <3 
別忘了到官網說出你對小米的愛，我們每天都很認真閱讀每一個留言喔 <3",,365,6
2015-06-13 03:05:00+00:00,360450250740751_792321407553631,【慶祝小米台灣 2 歲囉】端午節連假帶小米行動電源 16000 出遊、10400 版本兩天一夜旅行剛剛好～17 日前超人氣 10400 版本金紅雙色、16000 版本特價 9 折！還有 3 種抵用券（$25/$60/$80）現領再折扣，超划算！哪一款是你的最愛？ 😆,,499,16
2015-06-12 03:38:45+00:00,360450250740751_791878210931284,"小米台灣 2 歲了，感謝米粉一路支持，小米準備了專屬購機福袋要送給親愛的老用戶，還有 3 種配件抵用券即領即用 + 明星商品優惠折扣，6/17 22:00 前，都在 mi.com :)

<3 因為有你，所以小米。今晚 23:59 前公開分享 + 留言表達你對小米滿滿的愛，我們要送出一台限量版藍色米路由器mini <3",,664,255
2015-06-11 03:47:57+00:00,360450250740751_791521234300315,"一起慶祝小米台灣 2 週年，6/17 22:00 前 3 種配件抵用券即領即用！藍色路由器mini 讓好用的路由器變得更美、超人氣行動電源 9 折起、好評活塞耳機最高現省 100 元！（抵用券記得用 → on.fb.me/1F5wdXs）

因為有你，所以小米 <3 公開轉發 + 留言說你要在 2 週年買什麼商品，我們要送出一台紅米手機2，今晚 23:59 截止！",,833,380
2015-06-11 02:26:02+00:00,360450250740751_791511007634671,"Hello 王翔！高通公司 (Qualcomm) 全球高級副總裁兼大中華區總裁王翔，將加入小米公司，擔任高級副總裁，負責戰略合作與重要合作伙伴關係。歡迎加入小米，和我們一起向他說聲 Hi 吧！
圖片左起：王翔、雷軍、林斌 Bin Lin",小米台灣 Mi Taiwan with Teng-Yu You.,604,10
2015-06-10 03:41:34+00:00,360450250740751_790917261027379,"🎉【小米台灣兩週年】因為有你，所以小米！兩年過去了，感謝你一路相挺！今天中午開始一直到17日22:00，小米準備了老用戶專屬購機福袋，配件抵用券即領即用送給你！藍色小米路由器mini 限量首賣、超人氣行動電源系列 9 折起、好評活塞耳機最多現省100元！
🎉 公開分享 + 留言一句話說出你對小米的愛，我們要送出一台小米手機4i！看看福袋、抵用券怎麼領 →→ on.fb.me/1F5wdXs",,1341,592
2015-06-09 03:59:39+00:00,360450250740751_790300237755748,小米手環紀錄你的卡路里消耗和睡眠品質、設定每日步數，鼓勵你達到運動目標，讓你更熱愛健康生活！明天 6 月 10 日中午 12 點小米官網 mi.com 開賣！,,1007,74
2015-06-08 03:29:04+00:00,360450250740751_789591827826589,手機上網斷斷續續、WiFi 訊號時強時弱、下載速度莫名下降，該不會網路被人偷連？小米路由器mini 防盜網功能防護，上網更安全！進入小米路由器 App 進階設定→開啓防盜網機制，同時支援勿擾模式，還能管理黑名單。一台陌生裝置嘗試連線，馬上查看 💪→ bit.ly/miwifimini,小米台灣 Mi Taiwan added 4 new photos.,308,8
2015-06-07 03:20:01+00:00,360450250740751_789104794541959,小米行動電源超薄5000 版本，只有 156g 輕、9.9mm 薄，大約是一台 5 吋小米手機4i 的大小，絕對是日常使用首選；即使隨身攜帶，也感覺不到絲毫累贅感，最適合出門不喜歡大包小包的你/妳！,,818,14
2015-06-06 03:38:00+00:00,360450250740751_788665897919182,超人氣的小米手環下週 6 月 10 日中午 12 點再次開賣啦！當天還有個驚喜要送給所有的用戶 :) 快快標記好友、轉發分享，一起留意小米台灣 Faceboook，敬請期待！,,773,159
2015-06-05 03:26:00+00:00,360450250740751_787941671324938,【小米手機 4i】獨特的「陽光屏」技術，在強光下顯示效果更加清晰，省電效果也更好！和調整螢幕亮度不同，「陽光屏」能每秒對螢幕每一畫素獨立調整，提高畫面對比度。公開分享 + 留言回答「片段中陽光屏有 __ 隻米兔」，抽出一位用戶送出神秘禮物一份，今晚 23:59 截止 :),,459,220
2015-06-04 03:10:01+00:00,360450250740751_787173518068420,小米頭戴式耳機、活塞耳機、金澈耳機由來自台灣的 1MORE 團隊設計，從耳機的振膜、磁路、音腔設計、到線材都是百分百自主研發，每處細節都展現科技、人文與時尚的碰撞及整合。去挑選適合你的耳機：bit.ly/miearphones,,244,9
2015-06-03 04:02:00+00:00,360450250740751_786933248092447,小米行動電源10400 ，LG / 三星進口電芯，全鋁合金金屬外殼，擁有高達10400 超大電芯，額定電容量 6500mAh；全球頂級電路保護晶片，9 重保護。你喜歡金色還是紅色呢？,,1010,22
2015-06-02 04:00:00+00:00,360450250740751_786156184836820,拍完照才發現照片糊糊的沒對到焦？試試看用小米手機4i 的「魔術對焦」功能吧，拍完照後再為照片重新對焦，同時遠近不同物體的景深和背景虛化也隨著改變，拍照變得更好玩！看看其他小米4i 的拍照功能：bit.ly/buymi4i,,346,14
2015-06-01 03:10:01+00:00,360450250740751_785620048223767,小米路由器mini 不只是雙頻智慧路由器，更是家庭管理中心！影片文件管理從此變得更簡單了，透過小米路由器 App，一鍵備份手機裡的重要照片，自由選擇備份相簿，再也不用擔心珍貴照片遺失！,,361,5
2015-05-31 03:30:00+00:00,360450250740751_785207014931737,出國旅行常常要為手機、相機同時充電？帶一顆小米行動電源16000  就夠！超大電量，雙 USB 同時輸出最高可達 5.1V / 3.6A，同時為兩台裝置充電速度更快！,,929,22
2015-05-30 03:30:41+00:00,360450250740751_784691551649950,小米手環 Android 用戶注意啦，最新版本小米運動 App 已經支援 Google Fit 同步，給你多一種選擇查看運動進度，點進去看看怎麼同步吧！,,774,102
